#date_dd/MM/yyyy,time,latitude,longitude,depth,heading,pitch,roll
10/02/2024,19:33:33,0.000275619,0.000248661,-0.137953177,0.000000869,-0.000001738,0.000000000
10/02/2024,19:33:34,0.000275619,0.000249786,-0.137953177,0.000000908,-0.000001815,0.000000000
10/02/2024,19:33:34,0.000275619,0.000251100,-0.137953177,0.000000953,-0.000001905,0.000000000
10/02/2024,19:33:34,0.000275619,0.000251850,-0.137953177,0.000000978,-0.000001957,0.000000000
10/02/2024,19:33:34,0.000275619,0.000252601,-0.137953177,0.000001004,-0.000002008,0.000000000
10/02/2024,19:33:34,0.000275619,0.000253727,-0.137953192,0.000001024,-0.000002047,0.000000000
10/02/2024,19:33:34,0.000275619,0.000254665,-0.137953192,0.000001075,-0.000002150,0.000000000
10/02/2024,19:33:34,0.000275619,0.000255040,-0.137953192,0.000001088,-0.000002176,0.000000000
10/02/2024,19:33:34,0.000275619,0.000256354,-0.137953192,0.000001133,-0.000002266,0.000000000
10/02/2024,19:33:34,0.000275619,0.000257667,-0.137953192,0.000001172,-0.000002343,0.000000000
10/02/2024,19:33:34,0.000275619,0.000258043,-0.137953192,0.000001191,-0.000002382,0.000000000
10/02/2024,19:33:35,0.000275619,0.000259169,-0.137953192,0.000001230,-0.000002459,0.000000000
10/02/2024,19:33:35,0.000275619,0.000260080,-0.137953192,0.000001257,-0.000002513,0.000000000
10/02/2024,19:33:35,0.000275463,0.000260620,-0.137953192,0.000001269,-0.000002539,0.000000000
10/02/2024,19:33:35,0.000275186,0.000260946,-0.137953267,0.000001276,-0.000002551,0.000000000
10/02/2024,19:33:35,0.000274696,0.000261256,-0.137953311,0.000001280,-0.000002561,0.000000000
10/02/2024,19:33:35,0.000274216,0.000261443,-0.137953311,0.000001283,-0.000002566,0.000000000
10/02/2024,19:33:35,0.000273242,0.000261677,-0.137953311,0.000001285,-0.000002570,0.000000000
10/02/2024,19:33:35,0.000272310,0.000261811,-0.137953311,0.000001286,-0.000002572,0.000000000
10/02/2024,19:33:35,0.000271985,0.000261845,-0.137953281,0.000001287,-0.000002573,0.000000000
10/02/2024,19:33:35,0.000270978,0.000261927,-0.137953281,0.000001287,-0.000002574,0.000000000
10/02/2024,19:33:36,0.000269933,0.000261983,-0.137953281,0.000001287,-0.000002574,0.000000000
10/02/2024,19:33:36,0.000269043,0.000262016,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:36,0.000267959,0.000262045,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:36,0.000267594,0.000262052,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:36,0.000266494,0.000262070,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:36,0.000265385,0.000262082,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:36,0.000264271,0.000262090,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:36,0.000263713,0.000262093,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:36,0.000262967,0.000262096,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:36,0.000261847,0.000262100,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000261099,0.000262102,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000259976,0.000262104,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000259226,0.000262105,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000258102,0.000262106,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000257352,0.000262107,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000255852,0.000262107,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000255477,0.000262107,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000254352,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000253414,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:37,0.000252288,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000251537,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000250224,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000249849,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000248348,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000247785,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000246659,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000245908,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000244970,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000243844,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:38,0.000243094,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000242343,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000240842,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000240467,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000239341,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000238590,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000237464,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000236713,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000235212,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000234274,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:39,0.000233711,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:40,0.000232397,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:40,0.000232022,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:40,0.000231084,0.000262108,-0.137953281,0.000001287,-0.000002575,0.000000000
10/02/2024,19:33:40,0.000230172,0.000261894,-0.137953192,0.000001276,-0.000002552,0.000000000
10/02/2024,19:33:40,0.000229633,0.000261496,-0.137953058,0.000001256,-0.000002513,0.000000000
10/02/2024,19:33:40,0.000229236,0.000260953,-0.137952998,0.000001232,-0.000002463,0.000000000
